h1_lowerBoundError,h1_upperBoundError,label
11.18214135,-30.81785865,-84124980
22.36654131,-13.63345869,-84133963
15.23405044,-26.76594956,-84111506
16.44188811,-25.55811189,-84120489
24.81235255,-11.18764745,-84129472
26.88382584,-9.116174159,-84138455
25.81821428,-0.181785725,-84147439
24.4134993,-11.5865007,-84124980
26.88178648,-9.118213519,-84133963
23.47716238,-12.52283762,-84142946
23.60064645,-2.399353548,-84151930
17.37970993,3.379709926,-84160913
5.815547555,-8.184452445,-84169896
0.740906045,-35.25909396,-84129472
21.98811222,-14.01188778,-84138455
18.08929704,-17.91070296,-84147438
17.24749981,-8.752500185,-84156422
13.56862195,-0.431378049,-84165405
9.892112887,-4.107887113,-84174388
6.430582518,-21.56941748,-84133964
12.36785881,-15.63214119,-84142947
24.25405513,-11.74594487,-84151930
21.075182,-4.924818,-84160914
4.298764454,-9.701235546,-84169897
7.591282455,-6.408717545,-84178880
10.0049005,-26.9950995,-84187863
19.13401261,-11.86598739,-84138455
4.001431247,-23.99856875,-84147438
13.69842946,-14.30157054,-84156421
9.806649107,-18.19335089,-84165405
7.81443802,-6.18556198,-84174388
8.305368591,-5.694631409,-84183371
22.37236844,-8.627631561,-84192354
14.94903334,-16.05096666,-84142947
16.68094629,-14.31905371,-84151930
24.0600062,3.060006197,-84160913
13.50674005,-14.49325995,-84169897
12.06964745,-15.93035255,-84178880
12.58718705,-15.41281295,-84187863
14.95922377,-6.04077623,-84156421
14.60156171,-6.398438291,-84165404
18.08532292,-2.914677078,-84183371
12.98247031,-15.01752969,-84192354
20.5874688,-10.4125312,-84201337
21.31317553,-9.686824469,-84210320
14.83366255,-11.16633745,-84160913
16.57830827,-9.421691728,-84169896
11.48379604,-9.516203964,-84178880
17.41673197,-3.583268031,-84187863
22.75324907,1.753249071,-84196846
13.22044832,-14.77955168,-84205829
23.12662544,2.126625436,-84223795
15.60001626,-10.39998374,-84165404
17.70617034,-8.293829655,-84174387
17.95095277,-8.049047231,-84183371
19.12135529,-1.878644712,-84192354
9.130864218,-11.86913578,-84201337
15.07702304,-12.92297696,-84273202
13.78789409,-1.212105914,-84291168
14.7086334,-11.2913666,-84169896
15.18349179,-10.81650821,-84178879
17.69727189,-8.302728114,-84187863
0.462578296,-22.5374217,-84232778
6.686789961,-21.31321004,-84277694
3.44719857,-11.55280143,-84295660
16.46230314,-9.537696858,-84174388
11.90004269,-11.09995731,-84237270
12.18995539,-15.81004461,-84282186
9.808886417,-18.19111358,-84241761
0.187894592,-27.81210541,-84250745
15.38971024,-18.61028976,-84277694
19.66112879,-8.338871212,-84286677
15.0947782,-12.9052218,-84340576
16.23416614,-28.76583386,-84192354
1.658294942,-26.34170506,-84246253
6.476642375,-21.52335763,-84255237
24.21471452,-9.785285484,-84273203
20.63192539,-5.368074607,-84282186
24.35126529,-1.648734705,-84291169
3.374078344,-24.62592166,-84318119
18.13443507,-9.865564931,-84327102
2.064268709,-25.93573129,-84336085
1.865783316,-26.13421668,-84345068
3.056087371,-24.94391263,-84354051
1.828499353,-26.17150065,-84259728
19.43038794,-11.56961206,-84268711
17.40106482,-13.59893518,-84277694
19.42350537,-6.576494634,-84286677
19.29664504,-6.703354956,-84295660
8.218380064,-28.78161994,-84313626
9.196424422,-22.80357558,-84322610
10.14586261,-26.85413739,-84331593
1.598827946,-26.40117205,-84340576
7.967838434,-25.03216157,-84349559
9.503161147,-23.49683885,-84358542
15.35711738,-38.64288262,-84210321
13.43822121,-17.56177879,-84273203
18.3028288,-12.6971712,-84282186
17.71044038,-13.28955962,-84291169
17.82193731,-8.178062694,-84300152
18.86043654,-7.139563465,-84309135
11.04981181,-25.95018819,-84318118
8.305119858,-28.69488014,-84327102
8.522852553,-24.47714745,-84372017
6.626676199,-26.3733238,-84381001
9.392377106,-23.60762289,-84389984
16.17078958,-37.82921042,-84223795
15.45179292,-15.54820708,-84286677
0.466453307,-27.53354669,-84295660
8.037579109,-19.96242089,-84304643
8.453253675,-19.54674632,-84313626
9.919261715,-27.08073829,-84322609
3.675984288,-33.32401571,-84331593
18.42662841,-14.57337159,-84385492
20.08491374,-24.91508626,-84228287
16.12734753,-24.87265247,-84237270
16.41624867,-24.58375133,-84246253
15.85616166,-25.14383834,-84255236
16.8064803,-28.1935197,-84264219
8.484078037,-27.51592196,-84282186
10.19323992,-20.80676008,-84291169
20.88287747,-24.11712253,-84232779
14.01337318,-30.98662682,-84241762
13.85612706,-27.14387294,-84250745
14.43105871,-26.56894129,-84259728
15.25618827,-25.74381173,-84268711
9.754344778,-26.24565522,-84286678
6.910025829,-29.08997417,-84264219
12.41168565,-23.58831435,-84273202
9.184685612,-42.81531439,-84291169
9.802259235,-15.19774077,-79080940
1.718924493,-21.28107551,-79089924
3.048579835,-21.95142016,-79098907
12.4644782,-12.5355218,-79085431
8.105562938,-16.89443706,-79094415
3.13922034,-24.86077966,-79103398
10.61116325,-17.38883675,-79112381
15.37550977,-12.62449023,-79121364
5.265256466,-15.73474353,-79089923
1.801757078,-19.19824292,-79098907
7.58463892,-20.41536108,-79116873
4.660168086,-23.33983191,-79125856
0.682416357,-27.31758364,-79134839
34.96945358,-9.030546425,-79085432
2.647778182,-18.35222182,-79094415
2.437603001,-18.562397,-79103399
0.809528057,-20.19047194,-79112382
1.13842652,-19.86157348,-79121365
14.95667575,-13.04332425,-79053991
4.044283292,-23.95571671,-79062974
32.02377007,-11.97622993,-79089923
1.229533161,-19.77046684,-79107890
8.22165895,-12.77834105,-79116873
21.83316859,-6.166831413,-79058483
18.21705118,-9.782948823,-79067466
34.40947279,-9.590527205,-79085432
30.23837426,-13.76162574,-79094415
11.04646141,-1.95353859,-79112382
39.13294598,-4.867054022,-79089923
32.66261508,-11.33738492,-79098906
17.7287923,-29.2712077,-79058482
9.338192681,-6.661807319,-79112381
20.68493413,4.68493413,-79121365
39.46405665,-7.535943352,-79080940
2.053544684,-44.94645532,-79089923
37.88711875,11.88711875,-79107889
29.55534344,3.555343438,-79116872
41.31485648,-5.685143525,-79067465
23.43192931,-23.56807069,-79076449
9.979923254,-37.02007675,-79085432
23.63944228,-23.36055772,-79094415
18.95789513,-28.04210487,-79103398
25.0457885,-21.9542115,-79089924
4.511012504,-35.4889875,-79098907
23.24017242,-16.75982758,-79107890
15.16966443,-19.83033557,-79125856
12.75371348,-22.24628652,-79134840
9.983756921,-18.01624308,-79103398
13.51748925,-14.48251075,-79112381
25.92859769,-2.071402312,-79121364
12.99897868,-22.00102132,-79130347
75.77286729,35.77286729,-79139331
46.09734807,6.097348069,-79157297
15.33204576,-12.66795424,-79107890
9.525136919,-18.47486308,-79116873
49.35555842,9.355558417,-79161789
13.11749181,-14.88250819,-79112381
21.20165963,-9.798340368,-79116873
6.116172866,-23.88382713,-79202213
29.94172877,-0.058271229,-79206704
16.33991763,-22.66008237,-79179755
5.025504582,-24.97449542,-79224670
27.25928112,-2.740718882,-79224670
16.51701937,3.517019375,-79175263
5.774427057,-31.22557294,-84214812
27.04732369,-15.95267631,-84156422
13.19451478,-26.80548522,-84183371
31.31054052,-8.689459484,-84192355
11.74265445,-28.25734555,-84210321
17.6601238,-22.3398762,-84219304
19.51849278,-23.48150722,-84160913
24.08665018,-18.91334982,-84178879
12.14107276,-27.85892724,-84187862
5.678092534,-34.32190747,-84196846
5.900324764,-34.09967524,-84205829
4.379085833,-35.62091417,-84214812
14.43285216,-25.56714784,-84223795
16.91133097,-14.08866903,-84232778
14.05472683,-28.94527317,-84165405
20.14292729,-22.85707271,-84174388
21.98022541,-21.01977459,-84183371
14.32368398,-25.67631602,-84192354
9.456697636,-30.54330236,-84201338
6.101547357,-33.89845264,-84210321
4.839857615,-35.16014239,-84219304
9.351951367,-30.64804863,-84228287
12.57125061,-18.42874939,-84237270
27.39010192,-15.60989808,-84178879
19.087396,-23.912604,-84187862
17.15807583,-22.84192417,-84205829
8.62774496,-31.37225504,-84214812
12.54593102,-27.45406898,-84223795
22.90394972,-17.09605028,-84232778
13.5808759,-17.4191241,-84241761
24.01710036,-14.98289964,-84277694
15.29832752,-27.70167248,-84192354
42.20627128,2.206271278,-84201337
12.97747556,-27.02252444,-84210321
10.07380379,-29.92619621,-84219304
14.31774264,-25.68225736,-84228287
15.30409772,-24.69590228,-84237270
13.29444801,-17.70555199,-84246253
40.59847502,1.598475021,-84291169
19.93678312,-12.06321688,-84223795
8.776497516,-23.22350248,-84232778
3.849201553,-28.15079845,-84241761
25.63874351,-6.361256495,-84250744
33.56435098,1.564350977,-84228287
3.066619762,-28.93338024,-84237270
27.00030799,-4.999692012,-84255236
15.08091544,-12.91908456,-84300152
24.47964341,-7.520356591,-84241762
42.22745838,10.22745838,-84250745
22.99946937,-9.000530635,-84259728
28.09544246,-3.904557539,-84246253
24.90866135,-7.09133865,-84255236
24.12633732,-12.87366268,-84250745
11.70311288,-25.29688712,-84277694
5.713611937,-31.28638806,-84246253
7.942463121,-29.05753688,-84264219
27.56690799,-9.433092008,-84291169
3.868367039,-39.13163296,-84300152
30.79640305,-6.203596952,-84250745
1.963587452,-35.03641255,-84259728
35.25837426,-1.741625741,-84277694
9.974426658,-27.02557334,-84286677
25.33056059,-11.66943941,-84295661
0.404957298,-36.5950427,-84273203
24.41855607,-12.58144393,-84282186
14.95462252,-22.04537748,-84291169
18.19869354,-18.80130646,-84300153
59.1368228,6.136822799,-84363035
7.57715958,-29.42284042,-84295660
17.21335047,-19.78664953,-84304644
64.41353073,11.41353073,-84313627
62.98637112,9.986371115,-84331593
69.36790913,10.36790913,-84349559
47.94070214,-11.05929786,-84358542
33.21868185,-25.78131815,-84367526
16.57665139,-14.42334861,-84439391
8.541248527,-22.45875147,-84448374
4.922722263,-32.07727774,-84282186
13.60273855,-23.39726145,-84300152
13.23233658,-23.76766342,-84309136
61.301412,8.301411999,-84327102
56.06936365,3.069363655,-84336085
44.9000294,-14.0999706,-84345068
12.8893078,-22.1106922,-84452866
0.306550759,-30.69344924,-84286677
14.61917373,-16.38082627,-84295660
2.229794115,-34.77020588,-84304643
27.42457866,-25.57542134,-84322610
49.49541958,-3.504580424,-84331593
24.67468787,-34.32531213,-84358542
32.16489909,-26.83510091,-84367525
51.87162694,-7.128373058,-84376509
10.60563378,-22.39436622,-84385492
12.79598902,-15.20401098,-84403458
16.09665362,-11.90334638,-84412441
9.434499721,-21.56550028,-84439391
16.27137354,-18.72862646,-84448374
12.40178607,-22.59821393,-84457357
8.876843539,-22.12315646,-84273203
1.798855721,-29.20114428,-84282186
1.832972032,-29.16702797,-84291169
27.20251356,-25.79748644,-84327102
48.38303897,-10.61696103,-84345068
31.94342122,-27.05657878,-84354051
34.86001661,-24.13998339,-84363034
43.52430684,-15.47569316,-84372017
25.34370039,-7.656299605,-84381001
24.61091815,-5.389081853,-84389984
21.56074766,-23.43925234,-84398967
7.999434357,-37.00056564,-84407950
12.49524447,-32.50475553,-84416933
11.40403783,-19.59596217,-84434900
4.329379196,-26.6706208,-84443883
13.75688014,-21.24311986,-84461849
24.32735863,-10.67264137,-84470832
6.601788756,-24.39821124,-84304643
40.48859779,-0.511402208,-84313626
22.01186699,-7.988133013,-84385492
21.92488444,-23.07511556,-84394475
14.71292627,-30.28707373,-84403458
13.738174,-31.261826,-84412441
34.09153483,-10.90846517,-84421424
12.46895202,-18.53104798,-84430407
14.8625666,-16.1374334,-84439391
11.29706131,-16.70293869,-84448374
2.604590678,-25.39540932,-84457357
11.75829457,-16.24170543,-84466340
2.236583749,-28.76341625,-84300152
10.99839183,-30.00160817,-84318118
2.278096643,-38.72190336,-84327102
6.542985486,-23.45701451,-84381000
29.50426803,-17.49573197,-84389984
26.40788925,-20.59211075,-84398967
28.87008273,-13.12991727,-84407950
31.02594993,-10.97405007,-84425916
2.002881767,-28.99711823,-84443883
5.074017152,-25.92598285,-84452866
12.42168317,-18.57831683,-84461849
8.075369808,-22.92463019,-84295661
16.8416789,-14.1583211,-84304644
2.755862942,-28.24413706,-84313627
2.657310423,-38.34268958,-84322610
30.12689452,-16.87310548,-84385492
24.91018591,-22.08981409,-84394476
32.9586381,-14.0413619,-84403459
27.77806332,-14.22193668,-84412442
19.15774476,-22.84225524,-84421425
2.067473154,-28.93252685,-84448375
27.69099349,-13.30900651,-84457358
23.85060559,-17.14939441,-84466341
4.903944018,-26.09605598,-84300152
34.77320092,18.77320092,-84318118
10.33810285,-5.661897148,-84327101
7.163653531,-8.836346469,-84336085
13.58481292,-2.415187078,-84345068
16.93789184,0.937891843,-84354051
17.81546485,1.815464847,-84363034
36.11117446,20.11117446,-84372017
21.50936903,-25.49063097,-84381000
37.31839325,-9.681606749,-84389983
22.71018387,-24.28981613,-84398967
18.82456893,-28.17543107,-84407950
32.01148041,-9.988519594,-84416933
7.302155934,-33.69784407,-84461849
18.62694782,-22.37305218,-84470832
26.84795889,-14.15204111,-84479815
50.1393115,34.1393115,-84322610
14.08287865,-1.917121345,-84331593
12.52094776,-3.479052242,-84340577
8.04493465,-7.95506535,-84349560
12.56679268,-3.433207325,-84358543
8.780877506,-7.219122494,-84367526
20.90874543,4.908745426,-84376509
27.21239349,-19.78760651,-84385492
30.84903556,-16.15096444,-84394475
21.89665004,-25.10334996,-84403459
21.77695331,-25.22304669,-84412442
33.34209419,-8.657905806,-84421425
7.914259311,-33.08574069,-84466341
7.956541659,-33.04345834,-84475324
14.71406672,-26.28593328,-84484307
3.011547773,-27.98845223,-84493290
5.314593303,-10.6854067,-84336084
8.021809046,-7.978190954,-84345068
7.465166376,-8.534833624,-84354051
12.74540272,-3.254597279,-84363034
5.484855398,-10.5151446,-84372017
26.10338139,10.10338139,-84381000
31.49499627,-15.50500373,-84389983
46.74721287,-0.252787132,-84398966
27.00731721,-19.99268279,-84407950
27.62958076,-19.37041924,-84416933
30.4727782,-11.5272218,-84425916
31.46854389,-10.53145611,-84434899
6.452190777,-34.54780922,-84461849
3.955899442,-37.04410056,-84470832
2.614903456,-38.38509654,-84479815
19.57984104,3.579841044,-84340576
29.43433802,13.43433802,-84349560
28.12967157,12.12967157,-84358543
31.68568535,15.68568535,-84367526
14.80565705,-1.194342951,-84376509
38.07012278,-8.929877225,-84394475
7.72779733,-23.27220267,-84403458
19.46462425,-23.53537575,-84430408
21.19525008,-23.80474992,-84439391
4.784180854,-40.21581915,-84448374
0.980855332,-44.01914467,-84457357
7.300796423,-33.69920358,-84466341
3.17785668,-37.82214332,-84484307
4.076876882,-36.92312312,-84493290
5.163070385,-22.83692962,-84345067
6.382008407,-21.61799159,-84363034
7.407813665,-23.59218633,-84372017
5.409340163,-25.59065984,-84381000
4.501587624,-26.49841238,-84389983
10.09740994,-20.90259006,-84398966
12.05326715,-18.94673285,-84407949
6.13347549,-24.86652451,-84416933
17.28121423,-25.71878577,-84425916
32.35477546,-10.64522454,-84434899
19.31135452,-23.68864548,-84443882
17.68004063,-27.31995937,-84452865
0.115218588,-44.88478141,-84461848
8.878536673,-32.12146333,-84470832
5.764667543,-35.23533246,-84479815
3.526371492,-37.47362851,-84488798
4.008376754,-36.99162325,-84497781
1.14916961,-26.85083039,-84349559
4.068081686,-23.93191831,-84358543
8.275650683,-19.72434932,-84367526
7.814281809,-23.18571819,-84376509
7.565096956,-23.43490304,-84385492
7.384621266,-23.61537873,-84394475
10.03775771,-20.96224229,-84403458
35.82286222,-7.177137785,-84421425
18.76238052,-24.23761948,-84430408
51.25174659,8.251746586,-84439391
17.3894496,-25.6105504,-84448374
31.30496901,-13.69503099,-84457357
7.701289882,-37.29871012,-84466340
14.98441786,-30.01558214,-84475324
11.44236301,-29.55763699,-84484307
8.183384524,-32.81661548,-84493290
13.11186311,-33.88813689,-84502273
0.622287452,-27.37771255,-84363035
2.630677823,-25.36932218,-84372018
2.833001649,-25.16699835,-84381001
2.653269663,-28.34673034,-84389984
5.375931547,-25.62406845,-84398967
1.497802645,-29.50219735,-84407950
38.89263372,-4.107366281,-84434900
19.25204933,-23.74795067,-84443883
20.63124244,-22.36875756,-84452866
36.92961774,-8.070382261,-84461849
18.22181199,-26.77818801,-84470832
18.97499221,-26.02500779,-84479816
11.83863144,-35.16136856,-84506765
13.98273745,-33.01726255,-84515748
4.761689675,-23.23831033,-84358542
23.70697964,-4.293020355,-84376509
3.711792563,-27.28820744,-84403458
7.619038549,-23.38096145,-84412441
35.34733872,-9.652661284,-84475323
17.36286892,-27.63713108,-84484307
17.08157962,-29.91842038,-84493290
16.06112447,-30.93887553,-84511256
7.098845862,-23.90115414,-84407950
11.6059744,-19.3940256,-84416933
19.99291156,-38.00708844,-84479815
6.486647762,-51.51335224,-84488799
23.99541727,-23.00458273,-84497782
5.445671227,-41.55432877,-84506765
18.48395436,-34.51604564,-84439391
22.5772752,-35.4227248,-84484306
19.33588709,-38.66411291,-84502273
20.87472926,-37.12527074,-84488798
28.10511636,-29.89488364,-84497782
52.96879616,-10.03120384,-84466340
2.984060599,-34.0159394,-84452866
37.48904214,-21.51095786,-84461849
39.96085419,-23.03914581,-84470832
43.88328832,-15.11671168,-84466341
